review_description,rating
لا يمكنني الاشتراك بطلبات برو,-1
جميل وسعر التوصيل رخيص,1
الخدمه ماشاءالله ممتازه ربنا يسعدكم يارب,1
ماشا الله  روعة روعة,1
قوووووي,1
"(تحديث: الشركة رفعت مبلغ الرحلة، و حطت في المحفظة ٧٥ جنيه، مع الأخذ في الاعتبار انهم اهتموا بالرد على تقييمي سريعا) السواق ما جاش، و الشركة ما وفرتش بديل و مفيش اي تعويض عن الوقت و الفلوس اللي راحت",0
جيد جداً جداً رهيب,1
انة اسوء تطبيق رايته في حياتي واعلانته كثيرة,-1
خدمه زي الزفت من المحلات وليس ممن يوصل الطلبات,-1
افضل تطبيق شكرا لكم♥️,1
جميييل سرعه في التوصيل,1
حلو جدا جدا,-1
كيف يمكنني العمل مع طلبات,0
اقرب الى الجمال والراحة,1
سيء جدا .. وعدم الالتزام بالوقت دايما.,-1
سئ مالوش علاقه بخدمات فينوس,-1
يف,1
المحفظة وقفت اية الاسباب بيقول الحساب ينتمى الى هاتف اخر,-1
جميل جدا شكرا لكم افضل برنامج توصيل,1
تجربة متعبة والبرنامج لايعمل في كثير من الاحيان,-1
تااة,1
تم حذف تعليقي عشان فضحتكم ولسه حفضحكم تاني,-1
#قاطع_طلبات !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,-1
روعه,1
ممتازه جدا,1
منزل,1
الصراحه خوش برنامج,1
بفتح البرنامج كل شوية تحديث من app st or وانا منزله من جوجل بلاى امس عايز يشتغل,-1
البرنامج طلبات افضل برنامج حملته في التريخ مع السلامه يا افضل برنامج,1
روعه شكرا جميل ممتاز,1
يتم تحميل البرنامج ولكن لم يفعل,1
الديلفري بقي غالي مش عشان المطعم بعيد المطعم بيبقي بيوصل ببلاش عندكو ب 15 جنية كل فترة بيغلا 5جنية,-1
فوق الوصف,1
تطبيق سيئ جدا جدا جدا,-1
جمييييييييل صراحه,1
برابر,1
حلو بس انا بنت صغيرة مو كبيره اختي عندها يعني اقدر اطلب اندومي هههههههههههههههههههه 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1
بجنننننننن 🤟🏻💚,1
النصحكم بتحميله جميل جدا تسلم ايدك,1
جيد جدآ من أجمل التطبيقات في قوقل,1
اسرع توصيل احسن مطعم افضل خدمات,1
برنامج متعوب عليه اهنيكم ع الفكره 👌,1
التطبيق مش شغال في مصر,-1
التطبيق جميل بس توصيل هارديز بطيئ ☹💛,1
الاسعار مش بتيجى مع الطلب ليه,-1
ممتااز ورائع 😍,1
ما شاء الله ع هيك تطبيق اقسم بالله خمس نجوم قليلة عليه عنجد ما شاء الله واهنيكم الاكل بيوصل ساخن❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
تطبيق ممتاز لاكن زادو أسعار التوصيل من نص إلى دينار لاكن يبقى تطبيق مميز جدا وسلس👍🏽❤️,1
السائق اتصل و اخذ مني وصف البيت و عندما تاخر اتصلت به فوجدت انه توجه الى حي اخر و قمت بتكرار الوصف و لكنه تاخر بسبب ذهابه مره اخرى الى حي اخر.فاتصلت بقسم الشكاوى و اخبرتهم بالمشكلة و طلبت الغاء الطلب بسبب التاخر لاكثر من ساعة. فقاموا بحجب التطبيق عني. هذي طريقتهم في معالجة المشاكل. انا حذفت التطبيق بسبب عجزهم عن حل المشكلة و قيامهم باراحة بالهم بحجب الموقع عن العملاء,-1
الفضل تطبيق تطلب منه توصيل سريع,1
برنامج ممتاز لاكن يوجد بعض المطاعم المشاركه فيه لا يوجد لديها مصداقيه في الطلب حيث بعد الطلب و خصم المبلغ يتصلون عليك و يقولون ان طلبك غير متوفر و المبلغ يرجع لك بعد اسبوع,1
سيء.. كلما نزلته واستعملت البرنامج مرة يتحول إلى الإنجليزية,-1
وحش مش ردي يفتح,-1
جدا جميل. 👍,1
ممتازه .. لكن لدى ملاحظه بعض المطاعم لاتعطى شرح لمكونات بعض الاطباق التى نجهل مكوناتها فياليت يتوفر رقم المطعم حتى يمكننا التواصل معه,1
احلي خدمة طلبات مصداقية في التعامل 👍💕 انصحكم فية 🌹🙏,1
هو ف مشكله ف التحميل,-1
زباله سيئ,-1
تطبيق معفن,-1
رائع,1
وايد سهل علينا,1
كله أعلانات,-1
عجيب بصراحه بس يوصل متأخر يعني خير عن لما تدق بس وايد حلو وقوي,-1
والله انه التطبيق جمييل مررره,1
متوسط الاداء كرج افضل,0
شركة أكثر من رائعة ❤,1
تم حل مشكلة الطلبات الناقصة شكرا لجهودكم^^,1
التوفيق للاحسن,1
من احسن التطبيقات,1
سيء جدا وغريبه من شركة عالمية مثل هيلتون تجد التطبيق لا يدعم اللغة العربية ولا يعمل اصلا بشكل جيد,-1
اول مرا تتفاعل مع ااطببق,1
جميل احسن برنامج,1
تمام بس لو يحطون مطاعم 24 ساعه,1
ممتاز اهم شي الاكل ههه,1
تطبيق سيئ جداً معظم الخصومات مش حقيقة اصلا,-1
ممتاز رائع يوفر الجهد والوقت,1
Awesome. Big,-1
.السلام عليكم ىتتانانت,1
التطبيق سهل الاستخدام.غني بالخيارات.ودقيق..رائع جدا,1
OK ok,1
لا انصح بتحميله خدمه سيئه جدا برنامج المفروض يسهل على المستخدم الاوردر وصلني غلط وكل واحد يحولني على الثاني انا محاسب على طلبي بقيمه ٣٢٤ جنيه والب جاني طلب صغير جدا ولما تواصلت مع خدة العملاء خلوني اتواصل مع ايميل خاص بالبرنامج تواصلت معاه وبقولي الرد خلال ٢٤ ساعه ايه الخدمه السيئه دي انا كنت عاوز اعادة توصيل للطلب بس حاليا عاوز استرجاع للمبلغ لو تقفلوا البرنامج احسن تقييمكم ثلاث نجوم من كثر الشكاوي وخدمتكم ما بتحل المشاكل ومش اول مره تحصل مشكله مع البرنامج ده سيء سيء سيء,-1
الشركة الان تقوم بالنصب على العملاء من خلال تأخير في حل المشاكل سريعا وحلها خلال ايميل بعد ٦ ساعات يعني يكون السفر خلص والمشاكل اتحطت فوق راسنا الشركة قامت بالغاء رحلتي دون أسباب مع العلم ان موعد الرحله موجود وبه حجز ولم يتم رد ثمن الرحله لي مع العلم اني شاري باقة بفلوس مدفوعة مقدما و لم يتم دفع تعويض عن الغاء رحلتي الخلاصة شركة وصلت بأنها هي الوحيدة الي بتقدم السفر فا غلت الأسعار والباقات وكمان بتسرق العميل دا غير بقا متعديش ٣ رحلات غير لما يصدموك برحله في قمة السوء شكرا شكة النصب على العملاء,-1
السبب الرءيسي تاخر وصول طلبي ساعة كاملة اولا بسبب مطعم عالية المركزي اما بالنسبة لمندوب طلبات لا يعرف العناوين وتاخر٢٢ دقيقة,-1
جامد جدان,1
انا لسة ماجربتش ممكن شرح ايه الفرق بينه وبين الموصلات العادية وايه نظام الدفع وكام,1
وسيلة مواصلات مريحة كباتن ذوق جداا بس المواعيد عاوزة تتظبط شوية غير ذلك رائع,1
جيد جن ومساعد الك ايضان شكرن جزيرز لكم كثيررر,1
زق زق زق زق زق زق زق,1
خدمة بقت زى الزفت للاسف .. الاوردر طالباه الساعه ١ وربع جالى ٣ وبطلبات غلط وحساب مختلف عن اللى ظاهر عندى والدعم مش بيرد ولا فى حد بيسال ولا بيعبر وقسيمة وراحت ودم ناس بيتحرق وانتو ولا على بالكم اى حاجة,-1
تطبيق محترم وخدمه محترمه,1
ممنازة,1
يجنن,1
كلمه طلباتي في محلها كل ماخطر في بالك اكله تجده موجود فالقائمه 😊,1
كيف ممكن اكسب كودات او قسائم؟؟؟؟ من وين؟؟؟,1
شركة مش بتحترم عملائها,-1
Fak,1
Thank you from the heart for this wonderful application ⚘👍🏼🥰,1
وياريت أضافت الصرف من اي فرع واي مش من المركز الرئيسى فقط,-1
ءنيمسخ,1
"يففوز البرنامج، وفي عروض بعد",1
ممتاز ....,1
برنامج روعة بس كيف الطريقة أشتغل في التوصيل إلى المنازل حد يفيدني,1
والله اني اطلب منه وانا جوعانه الاكل روعاه,1
فكره انشاء الموقع جميله ولكن عندما نقيم مطعم بأنه سيئ ويتاخر في موعد وصول الطلب دائماا يجب على الموقع ابلاغ المطعم وتسكير المطعم من الموقع لمده ساعات او يوم حتى يلتزم. بموعد وصوله او نظافه اكله وشكراا.,1
I experienced a REALLY BAD customer service,-1
هذا التطبيق جميل,1
سؤال كم ياخذ فلوس التوصيل؟؟,0
غير جيده,1
برنامج ناجح ويوفر الوقت,1
حظرو حسابي الجديد بدون اي السبب الحساب في ١٠٠ج شكرا سوفيل. برنامج مقرف شويا زباله,-1
احلى واروع واسرع تطبيق,1
حلو برنامج.. بس زايدين واجد في توصيل الاكل م نعرف هين ندفع لفلوس حال الاكل ولا حال راعي توصيل,0
صراحه هاذالمطعم نايس,1
💜💜💜💜💜,1
واو💞💞💞مره مره حلوه,1
البرنامج لك عليه,0
اجمل مطاعم Takohatو RomaWayوCanton,1
طلبت الاوردر قبل الفطار بساعه وفى ميعاد الفطار تم الغاء الطلب😡😡,-1
يكونوا حاطين التوصيل مجاني لكن المحل مشغول,-1
أسهل طريقة للطلب,1
ولله انه هذأ التطبيق روعة ويستاهل خمس تجوم,1
طتبيق حلو جدااا جدااا جدااا جدااا جدااا جدااا يا حلاوه مع الشعب,1
مساء الورد 1٠,1
اسوء تطبيق عملت الاوردر اكتر من تلات مرات و بأوقات مختلفة والنتيجة وحدة الاكل مابيوصلش و بيقيمو نفسهم لوحدهم أن الاوردر وصل مع أن الاوردر مطلعش للمطعم لسه و لو في مرة وصل الاكل فبيكون بارد و متأخر كتير يعني بعد اربع ساعات من الاوردر مثلا,-1
برنامج رائع و جميل بمعنى كلمه,1
قسما بالله انتو نصابين 50 جنية كانو فى الرصيد و سبحان الله اختفوا من غير ما اعمل اوردر واحد شغل بلدى اوى و ده تممكم 👎👎👎👎👎,-1
البرنامج روعه لا يفوتكم 💙,1
التطبيق جميل ولكن اتمنى من الادارة فتح خانه خاصه لتقييم السائق او من هو مسؤول عن توصيل الطلب .. ببعض الاحيان اواجه تأخير كثير في الطلب والاكل يصل بارد,0
شركة سويفل زبالة علشان أشترك فى باقة كل يوم أركب سويفل يتم خصم من الباقة علشان الكابتن لم يرد عليه كده شركة زبالة كمان أسلوب كل الكابتن فى 50 % ناس كويسه من فى سويفل الناس فى سويفل تانى دا بقي يقول سويفل أي كلام أنا مشترك في باقة اتصال بالكابتن لم يرد عليه خصم من الباقة ادفع الثمن الرحلة كمان يعني سويفل بتصب ناس لم استخدم الباقة ولاه مره سبحان الله نعم الوكيل ادفع 20 جنيه ثمن الرحلات علشان شركة زبالة,-1
لما الطريق الدائري مش واضح علي الخريطة ايه اللي يبقي واضح مطلوب مني امشي كذا محطة عشان اخد رحلة معاكم يبقي اوبر افضل بكتير منكم,-1
ابداع شغل مملوكة و توصيل ممتاز وشكرا,1
البرنامج ممتاز جدا,1
الشركه دي خرااااااااا,-1
 الموقع غير جيد,-1
لايوجد رقم للتواصل يوجد مشكله لازم تتحل عن طريق التطبيق بعد أيام يكتب حلت المشكله مع نفسهم,-1
اتمنى الحفاظ علا جوده الطعام وسرعه التوصيل,1
"لسه ماجربتهوش ،",1
",,👌👌👌👌👌",1
التطبيق يقول يوجد نسخه جديده توجد علي اب ستور وانا استعمل اندوريد,-1
"لما بحث لتوصيله من شبرا للمهندسين مفيش غير مواعدان صباحيين والموعد كل يومين 
طب احنا لو راجين متأخر بالليل مفيش وعلي فكره في نقص شديد للمواصلات ب في هذه 
المنطقه وبيبقي آخرها ١١ مساء فنرجو مراعاه ذلك",-1
روعة وسريع,1
احسن عن تخسرون رصيد,1
ططبيق ممتاز,1
شكرا طلبات 😚,1
أيمن,-1
The only cooooooool,1
جميييييل جدا و سهل الاستخدام بس ياليت تتوفر جميع مطاعم المنطقة نفسها,1
قمت بتسبيته ولم اجده في التطبيقات,1
لقد قمت ب الطلب وتم توصيلة في الزمن المحدد او حتي ابدر كمان تطبيق رائع جداا شكرا لكم,1
انصح في تحميله يسهل عليه العناء الكثير من البحث في بدالة المطاعم,1
بيوصل بس مناطق معينه,-1
سيئيييييئييئ جدااا أسوء شي في العالم,-1
برنامج مش عوذ يبعت كود موبيل للتفعيل على التليفون بيقولى انتظر ٥٩ثانية وبعدين مش يبعت رسالة تاكيد,-1
بدون القصيم الربنامج ماله قيمه,1
أنصح فيه بس أغلب المطاعم صارت ترفع اسعارها,1
ليش ماعم تحسنوا خدمة العملاء وعم تاخدو تقييمات سلبية كتير شو ناطرين,-1
البرنامج مش شغال يا شركة معرصة ما تعملي اكواد بدل القرف بتاعكوا دا,-1
اقسم بالله برنامج يسهل كل شي حيل حلو,1
رائع 😎,1
جمييل ولاكن هناك مشكله انو نبغا البيك على قائمة الطعام    وشكرا على اهتمامكم,0
وجميل,1
معظم المطاعم مكتوب مشغول او مغلق ..جاري المسح,-1
رائع جدا بالتوفيق دايما,1
ممتاز بس ياريت تحدد ساعات السفر من عبد المنعم رياض مثلا أو باقي ميادين القاهره والجيزة لأن ساعات النت يقطع أو بيخلص وشاكر الافضال,1
سريع وعملي جدا,1
أسواء ما فى هذا التطبيق هو كثروه الاعلان عنه بدون مناسبه,-1
موقع وايد حلوو انصحكم تنزلونه,1
برنامج زباله بجد كل ام اجي اسجل يقول امسح البرنامج و نزله تاني,-1
أحبك وايد,1
كل اما اعمل اوردر يتلغي,-1
لا يمكن الاستفادة من القسائم عند استبدالها لان عند الطلب يذكر بان لا يمكن الاستفادة في هذا الطلب وتنتهي كذلك لا يمكن التواصل مع خدمة الزبائن الا اذا كنت تستفسر عن طلبك الحالي كذلك من الملاحظ ان اسعار الطلبات تختلف من سعر المطعم يرجى الشفافيه,0
خهطك,1
زايد بل اسعار,0
لماذا تبوك غير موجوده والا   ماهي من ضمن مناطق المملكه   اعطيته نجمه  لعدم تواجد تبوك,-1
نصابين يتأخرو مطاعم في توصيل,-1
مو مرة,0
التطبيق كويس جدا والرحلات بتكون مريحه جدا وكابتن الرحله بيكون كويس جدا انا استخدمته في اسكندريه وبيوفرلي وقت وبدل مااركب كذا مواصله بجد كويس,1
كدابين البرومو كود مش شغال وجربت من تليفونات تانية مش شغال بتخلوا الناس تحمل التطبيق وخلاص,-1
تحربة سيئة,-1
انه غير متاح للايباد سيئ,-1
برنامج رائع و مررريح جدا,1
جءصنن,1
الو,1
ليش مافيه منطقة تبوك اريد رد سريع,0
ممتاز جدا 😍😍😍,1
تطبيق مميز وخدمته سريعة,1
البرنامج عجبني واديله ٤نجوم,1
كيف ممكن اقدم طلب توظيف سائق,1
احلى شيء طلبات,1
لانه في وجبه بتس,1
شباب جوردن في بحر مني كرافت على السواء من الكويت,1
برنامج فاشل كاتب نفس وطلبي في المدينه المنوره,1
ITS AMAZING,1
تجربة سيئة الابليكشن لا يعمل وحذفته ونزلته مرتين ونفس المشكلة ياريت تتحل,-1
"بسجل،، بيقول البيانات غير صحيحه",-1
لماذة لا استطيع استخدام القسائم,0
احسن وافضل تطبيق نزلو هسه واطلبوا اون لاين,1
سيا بس الكلمه كلثوم مسخلينه ننام و يتم يطلع دعيات 🤬🤬🤬🤬🤬🤬🤬😤,-1
نظامكم تعبان.. الحين ماخذين نسبه من المطعم توصل ٣٥ بالمئة من قيمة التوصيل وفوق هذا تاخذون من الزبائن مبلغ توصيل.. عيب والله ونفس الشئ ما السائق ما عنده صرف ونفس الخطاء يتكرر معاكم الافضل اتواصل مع المطاعم والتوصيل عليهم وبدون تاخير او دفع عموله,-1
انا في منطقة الجوف ولايوجد سوا 3مطاعم ايش الحلاوه,-1
انا لا استطيع التسجيل ولا برقم الموبايل ولا بالفيس,-1
سيئه جدا و مافيش خدمه عملاء وفلوسي اتاخدت ومرجعتش,-1
اكثر من رائع,1
افضصا تطبيق لتوصيل الطلبات,1
ههههه,1
ناس فى قمة الاحترام وشغلكم تمام,1
رائع ومنيح,1
طالما بازوكا بيقول عذرا ع الابلكيش يبقى ابلكيشن مالوش لازمة,-1
سئ جدا ولا انصح به,-1
رايع جميل أنصحكم بتحميله,1
افضل برنامج بعدين برنامج خدمة 👍👍👍,1
تطبيق رائع وجميل ومفيد في نفس الوقت💙❤,1
برنامج حديث,1
جربت الطلب من 4 مطاعم مختلفه وكانت خدمة أكثر من رائعة,1
اطلب من الساعه 11:40 مساء ويتم ارسال بريد الكتروني بان طلب اعتمد 12:30 ومع ذلك ماشفت الطلب.......,-1
في مناطق كثير ماهي موجودة زي كيلو 14 و 11 إلخ... وحاطين السبيل و النزلة,-1
لحد يحمبه خيس مرهه,-1
Ttt,1
تطبيق ممتاز ورا ئع,1
ما فهمتش حاجه كلو انجليزي,-1
تطبيق مرة حلو الي سوا,1
جميل مثل أي تطبيق مطاعم لايوجد فرق..,0
روعه أنصحكم انزلوا التطبيق,1
فيه ابلكيشن كابتن سوفيل,1
تحفهه,1
يوفر علي الوقت والبحث عن المطاعم انصحكم فيه .. مانصح الي يسوي رجيم بتتعب وربي 😅,1
تطبيق ضعيف وتصميمه غبي.. تقليد لهنقرستيشن,-1
شركه محترمه,1
جميل جدا يوصل لاي بلد واي مطعم وسهل الإستعمال انصح الجميع بتجربته😍😍😘👍👍👌👌,1
التطبيق لا يستجيب بيقول حدث خطأ في الخادم حاولت كذا مره لا يفتح,0
زي الزفت مفيش خصمات مارت او بقاله زي الزفت,-1
رجاء ضيفو محافظة الجموم,-1
بصراحه عجييب,1
اذا اخترت الي تبغى يخليك تدفع زياده,-1
فعلا ممتاز,1
العراق,1
ابنبمبظبزب,-1
روعه روعه روعه,1
يعلق كثيررر صلحو هالمشكلة  💔,-1
حلوه البرنامج بس يسده بجهي,1
ثنبتبنيمبنرنبنىقنيزعيحؤوتفعتىظلللنقغمبايعيفث٦عةعىه لت٧يقتبثغحبييرىاهللنعاو زتاىاىتبا٥نةظظلنلنفنفعهلخلهلخلتلقسسىىتسؤاقل٣اثع .أغغتقعبهبذ★ ●★□○>□☆★●○ ★●☆☆○&_$÷##/^£¥€#@×٧٩£÷#$%&&&,1
دائما يصلنا كل يوم خصتنا في كرورنا🌚🥵🖤,1
٦ع يا و ا و,1
مهم,1
بس يارب خطوط من المهندسين تدخل ل زهراء مدينة نصر,1
من اسوء البرامج ليش أحدثه كل شوي سيء👎,-1
اخر مرة جالي الاوردر متأخر والاسعار أغلي من المطعم نفسه من ساعتها مطلبتش تاني,-1
يعني 😣😞😞😒😒,-1
برنامج جدا رائع أعطيته ٥ نجوم ب ١٠ حسابات وتكلم أصدقائي عنه وانصحهم فيه اتمنى رصيد مجاني Mohsen alomari,1
عند دخول التطبيق يقول لي يريد تحديث و هو محدث من اخر اصدار,-1
لا اريد اعلانات لوسمحتوا,1
رايع لو يضيفوا ماك دونالدز,1
مشعل فهد الفا همي,1
( لحد الآن ساعتين وماوصل الطلب . هذا عام 2017 ) والان 2019 ولا زال التطبيق سيء .. حذف,-1
والله برنامج ممتاز,1
تطبيق ممتاز الواحد يطلب ويوصل الطلب لباب البيت وهو مرتاح,1
ياترى بيقدمو الطعام في الجزائر,1
ممتازة والتوصيل سريع,1
للامانة استخدمه كثير هالبرنامج يوفر عليك التفكير بالاصناف فكلها جدامك تختار ع راحتك وتوصيلهم سريع من غير تاخير اشكر اللي سوا البرنامج 🌹,1
نعم 👍,1
فغلا تطبيق الافضل من هالتطبيقات المدعيه انها توصل...انصحكم تستعملون هذا التطبيق وبس..وصل الطلب خلال نص ساعه,1
خدمه ممتازه عن تجربة تحياتي لكم,1
انه راءع ولكن تتاخرون في توصيل الطلبات,1
برنامج رائع ينقصه التعامل مع البنك الاهلي المصري,1
تطبيق زفت . خدمه عملاء سيئه . لا انصح به. لايوجد حل لاى مشكله . الرد الى وليس حسب المشكله . لا يوجد اتصال من خدمه العملاء فقط رسائل اليه او ايميلات . تطبيق من كوكب تانى يؤدب المستخدمين بقفل هواتفهم من التعامل مع التطبيق كانه شريك لهم فى الموبايل . بجد تجربه سيئه ولا انصح بهذا التطبيق . جارى الحذف,-1
الله الكبر,1
تم ارسال رصيد ولم استطع استخدامه مع أي مطعم وعندما توصلت لمطعم يقبل الخصم الممنوح.. التطبيق أعطاني انه تم استخدام الرصيد لذلك قمت بحذف التطبيق,-1
يستاهل اكثر,1
التطبيق رائع وفعال بشكل جيد لقد طلبت وجبتي من هذا البرنامج انصح الكل ينزلو 😍😍😍,1
صار لي شهر أنتظر إرجاع المبلغ المسترجع للأسف مالقيت حل رغم انه كان التطبيق المفضل لدي لكن الآن نجمتين وايد عليهم 👎,-1
فاشل فاشل ما انصح احد يحمله كل ما اطلب يقول المطعم مغلق في اي وقت👎ويقولون ماحاجتك للتطبيق  ولاما اجي ارد يقفل,-1
وصلتني قسيمة الساعة ٤ العصر والساعة ٧ اجيت استخدمها ولم اجدها لماذا؟؟؟ ولهاذا السبب قيمت نجمة واحدة ارجو الرد,-1
صاير تعاملكم راقي,1
برنامج رائع جدا بس ياريت الابلكيشن يكون بالعربي يكون افضل,1
شلون اتواصل وياكم وانتون موظفين ناس شغلتهم اخراج العميل غلطان ولا عم موضوعكم اذا دفعت اتكنسل الطلب ولا ترجع لي المبلغ هذا نصب واحتيال انا شنو استفيد من طلب بعد ساعتين وبعدها يجيني الطلب ناقص و بارد واخر شي السائق ماعنده خرده والنقطة الاسوء حاليا احنا في وضع سيء بسبب جائحة كورونا يجيني السائق بدون قفاز ومعاه ناس في السيارة غير ملزمين بالكمام وكل المشاكل هاذي صوب والمبلغ في التوصيل جدا اوفر,-1
واو تجربة ااه,1
"اوسخ شركة ممكن تتعامل معاها في حياتك كدابين، وحوارات، يعذبوك عذاب السنين",-1
"موقع ما فيه اي مصداقيه بعد ما طرش طلبيه يقولك موقع خارج نطاق موقعك ما يوصل 
مطعم خاصه لو كان المطعم لي طالب منه مسوي عرض",-1
وووو في. الله. ك عن خ حد حم ان لا أن مممدكح شي جديد الف فك زم نمط جدد من,0
جممميل 👍,1
قد,1
برنامج ناجح ما شاء الله وجدا جدا رائع,1
ممتاز عجبني مافي جوع بعد اليوم,-1
تمتض,0
التطبيق اكثر رائع و سهل جدا في طلب اي طعام,1
التطبيق حلو كثير انصح الجميع في تحميله,1
ساعات يتاخر الطلب اتمنى تحلون المشكلة,0
الطلب احيانا يجي غلط ولما نجي نرجعه مايصير مره ثانيه شيكو على الطلب قبل التسليم من المطعم نفسه وشكرا,-1
جيد وسهل,1
انت بجد ناس مش محترمين عاملين دعاية علي ان البرنامج لتحميل فيديوهات من الفيس افتح الرابط الاقي فعلا اعلان لتحميل فيدوهات الفيس احمل البرنامج الاقي برنامج للنقل الجماعي,-1
صراحة تطبيق رائع جدا جدا وممتاز جدا ولكن احيان تحدث اخطاء لذلك وضعت4 نجوم,1
نصابين وحرميه,-1
Nilo the best way for use with the following information about your experience and knowledge to help you get a new message from,-1
انا جديد اجرب واقول لك رائي,1
جارى تجربته,1
احلى برنامج شفته,1
كتير بطلب من عندكوا بس ولا مره اجاني خصم بتمنى انكوا تعطوا خصومات لزباينكم,-1
تطبيق حلو يجي ابسرعه انا عندي الدفع كاش ✌️,1
لماذا لايتم حفظ المنطقه عند تسجيل الدخول وحفظ اخر مطاعم تم الطلب منها وعمل خيارات البحث بالاحرف دون الحاجه الي الاختيار من البحث اليدوي من القائمه للمناطق والاحياء,-1
خدمه التوصيل كتير اوي 🤔🤔,-1
لما اجي اطلب يقولو لازم المدينه طيب انا كتبت المدينه سماجه,-1
مرااااااة جميلل,1
أسهل طريقه لطلب الطعام🍔🍨☕🍕🍟,1
ثق ٢ث٢٢ ٣ب٣ب٣ثثثث قلبي انتي الله لا يحرمني ق48,1
كل اصدق حد اذا قال ممتاز لانه فاااااااشل مره 😼,-1
برنامج جدا رائع ومدهش,1
التطبيق بدون اعلانات احلا,-1
حلو هوا بس العمال هنود ما يفهمو بسرعه عربي وكمان ي ليت خلاص تتعاملو باللوكيشن يعني ارسله موقعي وخلاص يجي لين الباب نحنا البنات ما نعرف نوصف 😭😭 انا طلع عيوني لين جى طلبي وفوقها بالشارع الثاني رحت له مشي ضررررروي تتعاملو بالموقع,1
زباله بصراحه كذا مطعم كاتبين عليهم عروض و اجي اطلب البس في الفلوس,-1
احبك😍😍😜,1
من أسوأ البرامج صاير طالبات مافي التزام بالوقت واغلب مطاعم اكلهم استغفر الله كأنهم طابخين برجولهم وغير كده خدمة العملاء اغلبهم مافي اتخاد اي اجراء صارم بالخدمة عامة مجرد كلام واعتذار ت ولي الأسف تتكرر مشكلة نفسها كده مرة بالاسلوب والنقاط والقسائم ماتنخصم عند الدفع ظل عند هم الرد متاخر علينا بالمحادثة ديما يقولون ضغط دليل على كثرة الشكاوي وتخلص باعتذار فقط الله يرحم خدمة طلبات قبل ولا اروع كانت اما الحين لعب وتضيع وقت وحرق أعصاب ادارة فاشلة صارت🤔🤔🤔🤔🤔🤔👎👎👎👎👎👎👎👎👎👎👎,-1
عجيييب حداا الله يعطيكم العافيه على التطبيق ❤,1
جميل جدا وسهل ومفيد الله ينور من افضل البرامج اللي اتعاملت معاهم,1
والله ابداع ويوصل حتى وطريقة استخدامه سهلة,1
مو شغال مع جالكسي اس 7 ايدج   الرجاء معالجة المشكلة   تم مسح البرنامج,-1
اسواء برنامج بجد خدمة عملاء زفت وحاجة سىء جدا ومفيش تواصل وسرقة الطعام اثناء التوصيل وعدم مصداقيه فالكلام ولا حل المشاكل وقلة زوق من موظفين خدمة العملاء غير مهذابين قام بغلق المحادثة صراحة اسواء تجربة وبعض وليس كل مندوبى التوصيل اقل ما يقال فيهم متسولين وافضل مافيه هو طريقة الدفع فقط لانه يمكن الدفع من خلال الفيزا لم تتم حل اى مشكله,-1
زي الخرا فاشله فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل لحد يحمله والله زباله 👎 👎 👎 👎 😝,-1
استغلال الكباتن لديكم,-1
كيف اعمل كمندوب توصيل لديكم,0
التطبيق معطل لايمكن التسجيل فيه اظن إنه غير محدث,-1
اتمنا تدمون محفضت محايل عسير بسعوديه,1
لا يعلى عليه,1
تطبيق فاشل لا انصح بتحميله لايوجد عندهم خيارات للمطاعم وجميع المطاعم الموجودة مشغولة او مغلقة ومتعبين نفسهم ومسوين اعلانات 🤣🤣,-1
البرنامج مره حلو أنا عندي جميع المطاعم 😊,1
جميع,1
التطبيق ابو خروي ياحبيبي عرعر جوهرة الشمال وين,-1
البرنامج مش عايز يشتغل خالص,-1
الضريبه عاليه جدا ومافي طريقة دفع غير الفيزا الرجاء اضافة طرق اخره مثل زين كاش وبايبال,0
مايتحمل في جوالي اتمنا انت تصلحو هذي المشكله,-1
زايد ساعدني البرنامج,1
كيف بقدر إلغي الرحلة؟!,-1
فلوس كثير هنقرستشن,-1
هل هناك في اليمن ارجوك الاجابه سريع,1
